,Gender,Resource_Access,Women_Empowerment_Metrics,Crop_Type,Soil_Type,Soil_Health_Index,Social_Impact_Index
3624,Transgender,Moderate,4.790135402933781,Maize,Loamy,9.282957189643348,4.484671413500314
3625,Third gender,Limited,2.4233836449798822,Maize,Clayey,9.72693771852433,2.7748179896592995
3626,Transgender,Abundant,1.9995048406619107,Wheat,Loamy,3.5667617347463474,6.458173166580084
3627,Transgender,Limited,3.4648695851765567,Wheat,Clayey,2.227510356785726,7.671260536448381
3628,Pangender,Moderate,2.995491284615524,Rice,Loamy,7.831498687395379,2.177749596921945
3629,Pangender,Moderate,4.956742299459133,Wheat,Loamy,9.366987396704033,8.178593632160807
3630,Pangender,Limited,2.8494471365909333,Maize,Loamy,6.406422793316872,2.877339880113021
3631,Third gender,Abundant,1.2973262054413834,Wheat,Sandy,6.71067058965622,5.42509563617614
3632,Genderqueer,Abundant,4.909476243110543,Maize,Sandy,7.866490007550702,8.708342048903376
3633,Non-binary,Limited,4.37434778237416,Rice,Clayey,2.377763369572674,2.7408205993842327
3634,Non-binary,Limited,1.7130005758318534,Wheat,Loamy,9.761220068452655,3.176961831845088
3635,Gender neutral,Abundant,4.618421012451478,Maize,Sandy,4.278964462557353,1.5649404084927236
3636,Pangender,Moderate,2.3626672832869784,Wheat,Loamy,6.654163833480363,2.319527006048174
3637,Third gender,Limited,2.508447938137778,Wheat,Clayey,5.2175441844999355,2.318732378032318
3638,Gender neutral,Abundant,4.625565929448637,Wheat,Sandy,5.213628817883604,2.8308475193872376
3639,Female,Abundant,3.1204622601412613,Wheat,Clayey,7.324699349077493,3.5758035735848552
3640,Gender neutral,Moderate,1.5510517175940786,Rice,Sandy,9.95196068985029,8.334850280306867
3641,Genderqueer,Moderate,2.476224637367216,Maize,Loamy,6.931538654463564,9.241874777630057
3642,Two-spirit,Moderate,3.888389785071523,Wheat,Clayey,8.146532184154617,4.656525483060552
3643,Transgender,Moderate,1.6967367522720669,Maize,Sandy,1.248544515360431,2.1538805678947974
3644,Pangender,Moderate,3.360924789625435,Rice,Sandy,8.293846321583365,3.014289325859776
3645,Two-spirit,Limited,3.7810965317776675,Maize,Loamy,3.6997829359146746,7.625853791697029
3646,Gender neutral,Abundant,2.3754143021703173,Maize,Clayey,2.140316605311984,7.096829672916008
3647,Third gender,Limited,3.7755227548332893,Rice,Clayey,2.0200067690293526,9.704865714451214
3648,Transgender,Limited,4.536829407317274,Wheat,Clayey,7.11887332752664,1.1303981253557491
3649,Non-binary,Limited,2.8884669769329636,Maize,Loamy,9.97855152436495,7.756828842541212
3650,Male,Limited,2.5316373127191425,Maize,Sandy,6.995755885356097,5.552142404076834
3651,Transgender,Limited,2.004633605433143,Wheat,Sandy,3.3611333506009813,9.124236801302134
3652,Genderqueer,Moderate,3.416821919453217,Wheat,Clayey,2.829753739026457,6.185500067141803
3653,Genderqueer,Moderate,4.519408192154864,Maize,Sandy,5.733613893412366,5.020009520152739
3654,Gender neutral,Abundant,2.2986450687407762,Rice,Clayey,1.5853536941563298,6.992655485436953
3655,Female,Limited,2.584942098149214,Wheat,Loamy,4.593977496344685,8.501710979628978
3656,Genderqueer,Abundant,2.6265020701999355,Wheat,Loamy,6.996114136052087,3.542486951555668
3657,Genderqueer,Moderate,3.2432493671100686,Rice,Loamy,9.708960482276357,1.9677433940583213
3658,Third gender,Moderate,1.9136358462697545,Maize,Clayey,4.830881030340446,4.897163064873884
3659,Gender neutral,Moderate,4.288844621230817,Wheat,Sandy,2.8020154636657595,2.9306788553055574
3660,Transgender,Limited,2.182409110016885,Maize,Loamy,8.356261630355059,4.865870578556882
3661,Female,Limited,3.8214507635867276,Maize,Clayey,7.697795723745548,9.919433555190551
3662,Two-spirit,Moderate,3.052862967118208,Maize,Clayey,8.737334993842694,6.167098843966198
3663,Male,Abundant,3.3435904134110275,Rice,Loamy,2.932468547886029,7.2424020056206935
3664,Pangender,Abundant,1.7184349553092115,Maize,Loamy,4.643489762648516,7.101355802152766
3665,Non-binary,Moderate,3.940092792712682,Maize,Loamy,9.833989939507338,8.386307526574571
3666,Genderqueer,Abundant,1.7544820761705244,Wheat,Sandy,2.4223808779873615,9.497157391138416
3667,Gender neutral,Moderate,1.4538945505097565,Wheat,Sandy,7.04305737239894,6.929362883872481
3668,Pangender,Abundant,3.186717999555148,Rice,Clayey,3.1346601539253762,5.284851802778873
3669,Non-binary,Moderate,3.837188547670661,Rice,Loamy,5.5014310565428985,3.860478517761203
3670,Non-binary,Abundant,1.200143345739027,Wheat,Loamy,8.204586812161192,4.242468701114804
3671,Two-spirit,Limited,1.2775812597621683,Wheat,Sandy,5.397274473002371,4.010325473116509
3672,Two-spirit,Moderate,4.2107166508236755,Rice,Loamy,8.249335239807191,3.9201894214650093
3673,Two-spirit,Moderate,4.236130798029328,Maize,Clayey,4.837014148963114,7.251625039438848
3674,Agender,Abundant,1.9812188682363248,Rice,Loamy,9.994176368830296,6.2893812695667775
3675,Agender,Moderate,3.460912811200814,Maize,Sandy,4.922454107981891,2.817955404259536
3676,Non-binary,Moderate,2.772720300578638,Wheat,Clayey,2.3444153077404377,9.726634172495762
3677,Two-spirit,Moderate,3.530784165614052,Wheat,Clayey,4.61682564084324,4.849529638188873
3678,Third gender,Limited,4.4515171363969,Wheat,Loamy,7.683338661780071,6.094777609612706
3679,Genderqueer,Limited,1.319425698329026,Maize,Clayey,8.631439819827657,7.323408701107864
3680,Pangender,Abundant,4.111937703953817,Rice,Loamy,5.1409296925863615,6.523096390092059
3681,Pangender,Limited,2.9721164180841573,Maize,Loamy,6.350291569525957,3.7994659218604077
3682,Agender,Abundant,3.256507775047986,Rice,Sandy,8.604010610436612,8.17935916138639
3683,Non-binary,Limited,3.615725440068481,Rice,Clayey,8.321915619984878,1.991382756216642
3684,Gender neutral,Abundant,4.69049259651643,Rice,Loamy,6.919515148250195,6.120962512333043
3685,Transgender,Limited,1.2268798142069515,Wheat,Loamy,8.335243938257694,3.459855007126906
3686,Transgender,Limited,1.1179054084977906,Rice,Loamy,6.183196825317733,6.541861309057165
3687,Agender,Abundant,1.713047125955094,Wheat,Clayey,1.0418335203275257,2.961941329759328
3688,Gender neutral,Moderate,4.945790904106946,Rice,Clayey,1.3714010596200088,7.949796896884044
3689,Agender,Moderate,3.8603054695111028,Rice,Clayey,9.818275593143648,3.0478269813924936
3690,Transgender,Limited,3.4585644762180077,Wheat,Loamy,2.304928378024347,9.013529214701492
3691,Gender neutral,Abundant,1.1881562136589916,Wheat,Clayey,4.640647679411165,8.75399414203208
3692,Two-spirit,Moderate,4.51644089557186,Maize,Loamy,9.404301475089712,4.261541068124301
3693,Non-binary,Abundant,4.251027413188638,Rice,Clayey,2.755355362597445,4.472382599866233
3694,Pangender,Moderate,3.6592001754683396,Wheat,Clayey,8.594122100198508,7.313531119187414
3695,Third gender,Abundant,2.356523261938811,Maize,Loamy,8.364408113436314,1.8133618417523554
3696,Female,Limited,1.2820198222730292,Maize,Clayey,9.876966890962057,1.728274709581114
3697,Non-binary,Abundant,3.32015395160369,Wheat,Loamy,3.535136502833515,2.226917771505488
3698,Two-spirit,Moderate,3.87877828584335,Rice,Clayey,3.8379281984213134,6.06227801904867
3699,Transgender,Limited,1.3769614019089897,Maize,Clayey,9.125902009520079,2.341020743479839
3700,Two-spirit,Abundant,3.5350706391939837,Rice,Clayey,3.106711532820516,3.4985555359568323
3701,Agender,Moderate,2.1454642715486343,Rice,Clayey,5.931108612883982,6.8222026678618715
3702,Gender neutral,Limited,4.056976884879247,Maize,Sandy,7.366104632719506,1.14061400053044
3703,Pangender,Abundant,3.158463402407348,Wheat,Loamy,3.446958207365971,2.6221294715812284
3704,Genderqueer,Moderate,1.5161471512417468,Rice,Sandy,9.44571650900283,9.369375965881334
3705,Agender,Abundant,3.106077790932944,Wheat,Clayey,6.991277932665283,6.972198610678418
3706,Non-binary,Abundant,2.5829474534668746,Maize,Clayey,1.4242537744284254,3.749960028008921
3707,Agender,Limited,1.7214238731266076,Rice,Loamy,2.2216377813482255,1.4077308165505173
3708,Non-binary,Limited,4.366062896248493,Wheat,Loamy,2.7170341308240724,6.274439275711843
3709,Genderqueer,Moderate,1.0441137939965448,Wheat,Loamy,3.2046162759410475,3.0057967890319652
3710,Male,Limited,2.248513107512424,Rice,Loamy,7.576096330264928,9.641578948465
3711,Pangender,Moderate,1.050380152677707,Wheat,Clayey,1.800417202799213,7.182648594881601
3712,Third gender,Abundant,1.3840277860246109,Wheat,Loamy,4.15535205048521,9.767114977114954
3713,Third gender,Abundant,2.188384876692324,Maize,Sandy,9.202449909952016,8.640090076704102
3714,Female,Moderate,1.2170847415574944,Maize,Loamy,6.010009177033036,5.347246736714865
3715,Two-spirit,Abundant,3.3865221294285646,Wheat,Loamy,3.3894690745468212,7.026068328887292
3716,Male,Limited,1.3474516319447312,Wheat,Sandy,9.613506668322788,8.308964759853701
3717,Third gender,Abundant,3.806854536264381,Rice,Sandy,3.1988430277181417,6.203606334963609
3718,Agender,Limited,1.2105684505086445,Maize,Sandy,9.145896591408786,1.5533875087139728
3719,Two-spirit,Moderate,1.2372355792043872,Rice,Sandy,7.531927062531,5.23401682486268
3720,Male,Moderate,2.2213035961330654,Wheat,Loamy,7.6646893326290755,2.175159977079759
3721,Gender neutral,Abundant,4.5862860998771104,Rice,Sandy,7.884453865614545,7.433620976891534
3722,Gender neutral,Abundant,3.565572994893266,Wheat,Clayey,5.559123808514883,7.125660240738418
3723,Two-spirit,Limited,4.0805251677156775,Maize,Loamy,8.331208534024018,9.93617372846902
3724,Non-binary,Limited,1.5662084379084242,Maize,Clayey,8.525737879772413,6.65928821614697
3725,Non-binary,Abundant,4.3365017329889834,Wheat,Loamy,4.244380495085053,8.201241481455476
3726,Agender,Abundant,1.0325849927769406,Maize,Loamy,4.6031006639473775,3.414590657999493
3727,Male,Moderate,1.8522294029320245,Wheat,Clayey,8.998810466851232,4.060217217663817
3728,Male,Moderate,3.464369284599974,Rice,Sandy,5.722563343865718,9.253218271400534
3729,Two-spirit,Moderate,2.5009856343762014,Wheat,Sandy,8.802491463476821,7.796730336631705
3730,Transgender,Abundant,4.936773566874254,Rice,Clayey,6.640925155820266,6.897422573178739
3731,Gender neutral,Abundant,1.121356987273273,Wheat,Sandy,6.342109810741381,3.2862492332473625
3732,Male,Abundant,4.994392671746173,Maize,Loamy,1.278828579500757,7.287201358526486
3733,Two-spirit,Moderate,3.4945113314452643,Wheat,Loamy,3.5010495805667476,8.980872805377562
3734,Genderqueer,Abundant,3.234827978384386,Wheat,Loamy,5.518518822120863,3.077178894051908
3735,Female,Limited,1.2380497702558975,Wheat,Sandy,6.285854549212308,7.355115531242409
3736,Genderqueer,Abundant,2.0933155066635627,Maize,Sandy,6.673910761006607,4.543245580577578
3737,Pangender,Abundant,4.698650753166383,Wheat,Clayey,7.446005425104554,2.06890671646558
3738,Agender,Abundant,2.416984012756977,Maize,Loamy,6.906100890642687,7.871146088803138
3739,Male,Abundant,3.646612801869004,Wheat,Clayey,8.637190366562203,2.5042311026590274
3740,Pangender,Abundant,4.997985401674887,Rice,Sandy,3.6592330859876205,3.2760664614133423
3741,Third gender,Limited,2.0522788553341647,Wheat,Clayey,6.774129870993032,8.04647836790823
3742,Pangender,Limited,3.304323516057975,Rice,Sandy,1.4604356277664416,7.679195070621738
3743,Two-spirit,Abundant,3.7857511708088527,Maize,Loamy,5.321710695898251,3.287647594399555
3744,Male,Moderate,1.6585089862616607,Maize,Loamy,3.4122966935670327,9.468681529117305
3745,Female,Abundant,1.5946902547847284,Wheat,Sandy,4.4279843346522645,2.9375670256947233
3746,Two-spirit,Abundant,2.825231646632693,Maize,Sandy,4.191964765884632,9.942599934676291
3747,Two-spirit,Abundant,2.5432500870371575,Wheat,Sandy,1.5438760943737395,7.641098847562955
3748,Agender,Moderate,3.8568617474292552,Maize,Loamy,5.199812206762379,4.532569214962624
3749,Agender,Moderate,1.278035085794345,Rice,Sandy,9.95166359192398,2.1731428599623555
3750,Gender neutral,Moderate,4.888666494962761,Maize,Loamy,3.6904245115283523,3.884589596436523
3751,Gender neutral,Limited,1.0571079267433294,Rice,Clayey,7.625313745014256,2.7436466031854385
3752,Non-binary,Moderate,3.4052672973446048,Wheat,Loamy,5.930095014283921,6.596556278446173
3753,Transgender,Limited,3.2505303834695534,Wheat,Clayey,3.927027704783263,4.21169637824161
3754,Male,Limited,1.538862923478903,Wheat,Loamy,1.8064635435317906,3.655065351194713
3755,Male,Moderate,1.6036639308541192,Rice,Loamy,2.9427211068869115,7.814198725465349
3756,Pangender,Moderate,4.170709951178507,Wheat,Sandy,8.036681855412196,3.075394913651648
3757,Male,Moderate,4.550249833650732,Wheat,Loamy,3.511181596767808,6.282003856829542
3758,Male,Limited,2.1320678635350783,Rice,Sandy,2.2987223417066787,2.7513648354119105
3759,Transgender,Abundant,2.7518558558502737,Maize,Sandy,3.981685064146058,7.43318746959786
3760,Third gender,Moderate,2.419980164153414,Wheat,Sandy,6.256386570049212,6.626093353773371
3761,Gender neutral,Moderate,1.2901880519466076,Maize,Loamy,7.331168478609992,8.183381636593278
3762,Gender neutral,Moderate,3.6928169840632377,Maize,Sandy,4.486283532726221,1.6164736728641107
3763,Female,Limited,4.3007717392227605,Wheat,Clayey,5.483324413705141,2.890949045545194
3764,Male,Limited,2.2195174295648283,Wheat,Clayey,5.094250228301154,2.390143244981191
3765,Transgender,Abundant,4.960703174522873,Rice,Loamy,1.081030149310842,2.71505116257163
3766,Gender neutral,Moderate,1.3034062291294197,Rice,Sandy,4.560404273702634,1.9271267122424565
3767,Transgender,Limited,3.6471628552580837,Wheat,Clayey,6.285878291548738,6.058737112924655
3768,Genderqueer,Abundant,2.792912058104356,Maize,Loamy,6.129502447741849,6.340882663454991
3769,Third gender,Moderate,2.7864076044266235,Rice,Loamy,7.747908025008221,8.591407800346094
3770,Male,Limited,2.830582464134161,Rice,Loamy,7.0333831939180484,4.759643587993864
3771,Female,Moderate,2.0347270952057137,Wheat,Loamy,3.4912611740453836,5.791462417670029
3772,Pangender,Moderate,3.8622513093289297,Wheat,Loamy,3.3007930440306636,9.921736534699999
3773,Gender neutral,Limited,3.8863061043401075,Wheat,Sandy,5.177276182570907,5.786605750232612
3774,Genderqueer,Limited,2.129588440423308,Wheat,Sandy,7.596727009494893,6.162184789768145
3775,Transgender,Limited,4.341225843433801,Rice,Sandy,1.8444457591836794,9.963256733896456
3776,Agender,Moderate,2.26737977460132,Rice,Sandy,9.534939247325461,9.947164433047954
3777,Two-spirit,Moderate,3.900372495946169,Rice,Loamy,5.888378113357885,4.816274010375583
3778,Male,Abundant,1.4839990700482657,Maize,Loamy,3.7576755544015064,6.71452146642668
3779,Male,Moderate,1.6748065712149827,Rice,Clayey,7.240521077932834,5.3272225705352785
3780,Genderqueer,Limited,2.2631825780330046,Rice,Clayey,1.402532346187916,7.486439064914803
3781,Transgender,Moderate,3.375495070671446,Wheat,Sandy,5.359572242047566,9.445478690200524
3782,Non-binary,Abundant,3.582045941914797,Rice,Loamy,5.373726827174281,3.7869337753594596
3783,Male,Abundant,2.5854246878698994,Rice,Clayey,2.457777564184153,8.369876533950471
3784,Non-binary,Limited,1.3113566124420561,Rice,Clayey,8.536490343476949,6.893640394983821
3785,Agender,Limited,2.494538608370897,Wheat,Clayey,8.171309068122287,3.521663211467956
3786,Genderqueer,Abundant,3.755070063836606,Rice,Clayey,2.374591550083381,8.175696923637943
3787,Transgender,Abundant,3.6839818445212638,Rice,Sandy,4.274445642070398,4.844197172778143
3788,Transgender,Abundant,1.640785652821771,Maize,Loamy,1.9038660096779914,2.0835745793316542
3789,Third gender,Limited,1.0311358810758686,Maize,Sandy,8.637478811552771,9.940747215482284
3790,Two-spirit,Abundant,4.011926469184467,Maize,Clayey,3.9098809337377674,4.830816996750871
3791,Gender neutral,Abundant,1.4254726655409748,Maize,Clayey,4.953846770718875,5.873972926385452
3792,Gender neutral,Limited,1.329396575857142,Wheat,Loamy,3.9148475501850983,8.271655576873846
3793,Pangender,Moderate,1.0108048673366539,Maize,Loamy,3.7902341481845587,9.6478852160794
3794,Female,Moderate,2.730405303827709,Rice,Sandy,7.725720283737301,8.855990649642841
3795,Genderqueer,Abundant,3.0130556036032576,Maize,Loamy,7.728096107618408,5.7254788702141
3796,Agender,Moderate,3.5506561845943625,Wheat,Sandy,5.660093534325125,5.9112646797980375
3797,Transgender,Moderate,2.1842553628503434,Maize,Sandy,6.918552543936829,3.527982429486966
3798,Two-spirit,Moderate,3.84169886554712,Maize,Clayey,5.604968776221609,5.165225903431754
3799,Non-binary,Moderate,1.6773274296277663,Wheat,Sandy,1.2573028894574354,9.521549939576326
3800,Genderqueer,Abundant,4.32796021244139,Wheat,Clayey,1.5940578981693925,7.542468495447906
3801,Pangender,Moderate,3.2873933155617823,Wheat,Sandy,4.453665125615482,1.1068929166737962
3802,Genderqueer,Moderate,3.3355592934881937,Wheat,Sandy,7.747717227655548,2.048561036404669
3803,Pangender,Limited,1.8391016551164325,Wheat,Loamy,9.219036053209104,9.314301429620697
3804,Transgender,Abundant,1.296434997201553,Wheat,Loamy,1.2673747481207736,8.638473960348527
3805,Female,Limited,2.8588992123226857,Rice,Clayey,4.312270474181263,5.375480191735572
3806,Pangender,Limited,3.462447807689436,Maize,Loamy,3.014041925047698,6.5528045278053275
3807,Transgender,Abundant,1.3801858346467424,Maize,Sandy,8.336847530489157,3.6068140934265243
3808,Transgender,Moderate,4.802137898112667,Wheat,Clayey,8.61371330189177,8.135476768903816
3809,Female,Limited,4.921657440931227,Wheat,Clayey,2.8576798092270574,6.429857022004959
3810,Gender neutral,Abundant,3.181826781569968,Rice,Clayey,7.39744528091385,7.253431349103236
3811,Genderqueer,Moderate,4.800276621093625,Rice,Sandy,7.585804335712857,4.374188542080981
3812,Male,Abundant,1.7177809503234123,Wheat,Loamy,2.593519271043133,4.873942058603325
3813,Male,Limited,1.1016827407180996,Rice,Clayey,4.903263253074122,2.869138746680111
3814,Non-binary,Moderate,1.1576381411615597,Rice,Sandy,6.583040248994196,9.532472886287847
3815,Non-binary,Moderate,3.3500499177071164,Wheat,Loamy,1.23459946239339,9.519013183479169
3816,Male,Abundant,1.2465675337472941,Wheat,Loamy,4.641326497412945,8.359761225159136
3817,Agender,Moderate,4.834182427296348,Wheat,Clayey,2.3946240965285863,9.419996072792655
3818,Male,Limited,1.5677328430375943,Wheat,Sandy,5.877068510087986,6.987952473223409
3819,Non-binary,Limited,2.2188912242119145,Maize,Loamy,8.586258251148593,3.111866823727673
3820,Two-spirit,Limited,4.290071207993394,Maize,Sandy,5.722785447634335,7.84189469973242
3821,Non-binary,Abundant,1.8749612924163723,Wheat,Loamy,1.3238523658781558,3.9274858831753217
3822,Agender,Moderate,1.9718738338182824,Rice,Clayey,1.2669152103711205,4.964335203685727
3823,Genderqueer,Moderate,3.569235823164073,Wheat,Clayey,6.449528313137344,3.4691514746983274
3824,Male,Moderate,2.104344353957049,Maize,Loamy,3.9518340267305128,4.812597259491427
3825,Female,Limited,1.8697905360308011,Rice,Sandy,6.1539985312470336,7.113856290910255
