,Transportation_Method,Storage_Facility_Type,Distribution_Network_Type,Food_Waste_Metrics,Crop_Type,Soil_Texture,Soil_Health_Index,Supply_Chain_Sustainability_Index
3463,Ship,Dry Storage,Local,2.4141954168173485,Rice,Sandy clay loam,45.132973266506745,6.14755991457278
3464,Rail,Cold Storage,Local,2.9298058815244703,Rice,Clayey,51.700000784808154,9.541373289549735
3465,Truck,Dry Storage,Global,3.3893972039114124,Beans,Silt loam,97.66575699294197,4.997195656822241
3466,Truck,Cold Storage,Regional,2.889848455659562, Millet,Clayey,89.40756952959896,4.922569932868108
3467,Ship,Cold Storage,Global,3.7932532957622405,Rice,Silty clay loam,91.59627200111899,5.50006623384294
3468,Truck,Cold Storage,Local,2.7347877324278382,Wheat,Loamy sand,62.20084679564956,7.276829123399997
3469,Truck,Dry Storage,Global,1.8090927269681214, Millet,Sandy loam,73.66650847446125,4.308543698061994
3470,Truck,Cold Storage,Regional,1.855735131204189,Maize,Sandy clay,56.373741814308815,8.774974294110613
3471,Truck,Cold Storage,Local,1.0232150753717644,Maize,Silt loam,35.43983829822234,1.2635324629133162
3472,Truck,Cold Storage,Regional,2.20383086223469, Millet,Clayey,58.074851745974776,4.957877755255981
3473,Truck,Cold Storage,Global,3.9956705619140784,Beans,Silt loam,71.57865272450013,5.598926649819261
3474,Rail,Dry Storage,Global,4.176650835350438,Rice,Sandy clay,50.100098953769205,6.463290144367866
3475,Ship,Dry Storage,Regional,1.809870168383,Rice,Clayey,89.35654023091911,3.4846472112927693
3476,Rail,Cold Storage,Global,4.836175987485631, Millet,Sandy clay loam,40.577011142221906,4.8473197388725175
3477,Truck,Cold Storage,Regional,3.009611173920507,Wheat,Clay loam,55.69903626058439,5.36083975192651
3478,Truck,Dry Storage,Global,4.6679149960740105,Beans,Clay loam,38.743273372694205,7.1821898081489195
3479,Ship,Dry Storage,Regional,3.8270611274465245,Wheat,Sand,58.33824937896577,7.9618976626223255
3480,Rail,Dry Storage,Regional,3.8897336920896524, Millet,Sand,32.77629134819893,7.640445946094085
3481,Ship,Cold Storage,Local,1.3401744852242845, Millet,Sandy loam,49.07845765431518,4.0742474706062675
3482,Rail,Dry Storage,Local,1.8799645075877227,Wheat,Sand,58.05146785795786,9.995054706927672
3483,Truck,Cold Storage,Regional,1.0352593331778905,Maize,Sand,63.47157542936841,8.637987806084615
3484,Ship,Cold Storage,Global,3.86451056190695, Millet,Sandy clay,68.05874509325993,3.3402103583047205
3485,Ship,Dry Storage,Global,2.37775315371404,Beans,Clay loam,49.24937908529432,2.7559522510554477
3486,Truck,Cold Storage,Global,4.146610064305387,Wheat,Sand,66.61289342304107,3.826191255250514
3487,Ship,Dry Storage,Regional,2.355744879748105,Maize,Silty clay loam,65.63032350934418,5.071103676996804
3488,Rail,Cold Storage,Regional,4.277335009195444,Wheat,Loamy sand,52.13246356133459,8.657194404876524
3489,Rail,Dry Storage,Regional,1.522793014993252,Maize,Silty clay loam,88.11402314595347,8.00526037415081
3490,Rail,Cold Storage,Regional,1.6934926270300328,Maize,Sandy clay loam,68.19487886154957,8.661215111552885
3491,Rail,Cold Storage,Local,2.363506158335746,Beans,Silty clay loam,53.25888031225815,3.447614034192956
3492,Truck,Dry Storage,Regional,2.6339495555290933, Millet,Sandy loam,96.31369584565435,6.341151002066526
3493,Ship,Dry Storage,Global,2.3948112433719135,Maize,Sand,89.15786891498126,3.54924156049637
3494,Rail,Dry Storage,Local,4.054588130092879, Millet,Sand,98.78114680862606,1.9812084464754383
3495,Truck,Dry Storage,Global,1.3878055705068588,Beans,Silty clay,78.45637122517945,7.157779691272125
3496,Ship,Cold Storage,Regional,2.4048680785539522, Millet,Sandy clay,56.475603385423284,2.286977960758949
3497,Ship,Dry Storage,Local,4.348959998061837,Rice,Silt,49.66024666753086,7.009279855358243
3498,Truck,Dry Storage,Regional,1.267188309048688,Maize,Sandy clay loam,76.43224905721367,6.831678744148682
3499,Truck,Cold Storage,Local,4.76937403068543,Beans,Silty clay loam,98.65716077467125,8.292235999816153
3500,Rail,Dry Storage,Global,4.945267369088052,Wheat,Silt,73.87005560726942,2.2559914410720796
3501,Ship,Dry Storage,Regional,1.3542726953003204,Beans,Silt loam,91.71304586928866,8.051321336579297
3502,Ship,Cold Storage,Regional,2.165090089022948,Maize,Loamy sand,53.037240173343804,9.993488733516134
3503,Truck,Dry Storage,Local,2.4896026641414246,Beans,Loamy sand,58.48676477319789,8.659382037273119
3504,Ship,Dry Storage,Local,4.105565474610904,Wheat,Clay loam,93.43926677125472,7.766308686948996
3505,Rail,Dry Storage,Regional,3.3837072484669353,Rice,Sand,82.98066913704731,6.959488192252368
3506,Ship,Dry Storage,Local,3.5774628019702694,Maize,Clay loam,98.6987224257534,4.796033362168865
3507,Truck,Dry Storage,Regional,4.030039291274024,Maize,Silty clay,84.23349468125693,7.57450151102442
3508,Truck,Dry Storage,Local,1.4719159977481029,Beans,Sandy clay,61.396099505276226,7.517602316264079
3509,Rail,Cold Storage,Global,4.3328378276410495, Millet,Silty clay,67.17476138756541,6.683484544185594
3510,Rail,Dry Storage,Local,3.822479216720576, Millet,Sandy clay loam,93.03608447241956,8.166505404680457
3511,Ship,Cold Storage,Global,3.309366900785481,Wheat,Sandy clay loam,68.61527152686335,5.038874995841512
3512,Ship,Cold Storage,Local,4.558941339132227,Rice,Silt loam,47.87781619151116,2.0912744091915156
3513,Truck,Cold Storage,Local,3.8012254155352285,Rice,Sandy loam,60.49338689389646,6.031609548483137
3514,Rail,Cold Storage,Regional,1.8067998505241016,Beans,Sandy clay loam,66.14211921943826,3.3853917584020836
3515,Rail,Dry Storage,Local,2.718981524302667,Beans,Sandy clay loam,36.77038834857907,4.459897876862351
3516,Rail,Dry Storage,Local,2.976171467742933, Millet,Sandy clay loam,82.06338719770231,1.156734135471034
3517,Ship,Dry Storage,Global,1.2208705070016226,Rice,Clayey,37.65477533484811,4.44511529126095
3518,Rail,Cold Storage,Local,4.818550053440223,Rice,Silty clay,58.3442399358164,8.279209955219091
3519,Truck,Dry Storage,Regional,1.514309043187514,Rice,Loamy sand,86.32357090782833,5.884501302444294
3520,Truck,Dry Storage,Global,3.7898450689069074,Wheat,Sandy loam,62.72992531293078,1.0882047424057393
3521,Ship,Dry Storage,Regional,3.0249241443635206,Wheat,Sandy loam,88.94108638029556,5.228594382158626
3522,Ship,Cold Storage,Regional,1.1025289995376903,Beans,Loam,53.93169254392805,3.623064828808667
3523,Rail,Cold Storage,Regional,4.698989903457447, Millet,Clayey,97.03454057989047,5.29795589857454
3524,Ship,Dry Storage,Regional,4.407347235275733,Maize,Silty clay loam,44.66279022636649,4.642234493030894
3525,Truck,Cold Storage,Global,3.097031711615342, Millet,Sandy clay,32.67849014925109,9.387812976016434
3526,Rail,Cold Storage,Local,1.915769344557781,Wheat,Sand,91.0698580093293,1.3705956906671424
3527,Truck,Dry Storage,Regional,1.486491562720377,Wheat,Clayey,82.65419011652858,7.15229210153739
3528,Rail,Cold Storage,Global,2.4535699177285064,Beans,Sandy clay loam,46.238868594716095,8.659239366715674
3529,Ship,Cold Storage,Regional,2.021713124184362,Maize,Sandy clay loam,98.93191249956718,9.633147261854278
3530,Rail,Dry Storage,Local,3.026764804025195,Rice,Silty clay,65.15960904879694,2.598726038898663
3531,Rail,Cold Storage,Global,4.865637184493716,Maize,Loam,96.57458081009145,5.781743217695745
3532,Truck,Cold Storage,Global,3.2998139729185656,Maize,Silty clay,65.35201399708995,1.3923061958549072
3533,Truck,Cold Storage,Local,4.559724223560392,Maize,Sand,63.03122107399037,5.492651720095797
3534,Rail,Cold Storage,Global,3.603515349983109,Beans,Sandy loam,61.43969760011255,2.129122805868837
3535,Ship,Cold Storage,Local,2.900986106348802,Wheat,Silt loam,53.441269329306515,8.54107007228842
3536,Ship,Cold Storage,Global,4.4184302509334845,Rice,Clayey,67.35910480235862,2.0248300234482834
3537,Truck,Cold Storage,Global,2.88547244069199,Maize,Loamy sand,61.67882633639975,5.619595243478457
3538,Ship,Cold Storage,Local,4.4745126820414445,Rice,Sandy clay loam,32.57228136364879,5.689864620934784
3539,Truck,Dry Storage,Local,2.166307078303061,Maize,Sandy clay,48.230466339645176,9.744854481384449
3540,Ship,Dry Storage,Global,1.5152522950519525,Wheat,Sandy clay,44.918596007389084,6.894826246349993
3541,Rail,Dry Storage,Global,4.421257857451753,Rice,Sandy clay loam,90.72049216247466,3.5905626376912174
3542,Truck,Dry Storage,Local,3.349660655170667, Millet,Clayey,71.9208984058789,3.167193789443246
3543,Truck,Cold Storage,Local,4.556369592995841,Wheat,Sandy clay,83.45781703148091,2.154233850805584
3544,Rail,Dry Storage,Global,4.751308827969533,Rice,Silt loam,96.97782264244964,7.808632516441536
3545,Truck,Dry Storage,Global,1.2145135614857967,Maize,Clayey,75.0827490768487,7.216809905641048
3546,Ship,Cold Storage,Global,3.0038772074354734,Maize,Sandy clay,98.7826993983321,6.488894145772954
3547,Ship,Cold Storage,Local,2.499858196298117,Wheat,Silt,51.823483615649074,1.3675639865498952
3548,Truck,Cold Storage,Global,3.5034335882804686,Wheat,Sand,43.03870276190257,7.865459797548651
3549,Ship,Cold Storage,Regional,4.174364788809294,Maize,Loam,58.2316921595038,6.776988194336313
3550,Truck,Cold Storage,Local,2.122360863897476,Rice,Loam,62.95595904550656,9.674999812994395
3551,Rail,Dry Storage,Global,3.2271935374926866, Millet,Silty clay,92.67530799968095,6.284819168891309
3552,Truck,Cold Storage,Local,3.8349143196195983,Beans,Clay loam,69.19583073256734,3.735567159955373
3553,Rail,Dry Storage,Regional,1.537724331342936,Wheat,Loamy sand,50.452669959261186,4.433684969703882
3554,Ship,Dry Storage,Local,4.256267623805067,Maize,Sand,81.98439980072646,2.582566348404092
3555,Rail,Cold Storage,Global,3.4244383994118923,Rice,Sandy clay loam,65.40823559973497,7.506227639812466
3556,Ship,Dry Storage,Regional,4.798149748454607,Wheat,Silt,41.349236169261914,7.369494940195528
3557,Truck,Dry Storage,Regional,2.358115676522773,Rice,Silt loam,70.37738513138765,2.8058501392990864
3558,Ship,Cold Storage,Global,1.4325837693487946,Wheat,Clayey,93.79761757650988,2.4264039086405074
3559,Truck,Dry Storage,Global,3.0260048041477012,Maize,Clay loam,88.9835832233074,1.6930443988197514
3560,Truck,Dry Storage,Global,1.3432430868377554,Rice,Silty clay,71.07669808447318,9.207781693135827
3561,Rail,Dry Storage,Local,4.878106093296028,Maize,Loamy sand,56.39582217194917,3.0976285032536603
3562,Rail,Cold Storage,Local,1.1547398330287661,Rice,Loamy sand,36.08851257449478,4.0974717407662355
3563,Rail,Cold Storage,Local,4.0140156044292326,Wheat,Silty clay loam,62.87542463321366,3.524540575397416
3564,Rail,Cold Storage,Global,3.100409592568976,Beans,Sand,82.64556062707055,4.722621423497119
3565,Ship,Dry Storage,Global,2.4744826099931547,Beans,Silt,55.21916038131074,7.4264391944423505
3566,Ship,Cold Storage,Local,1.2633686580346186, Millet,Sandy loam,46.48127778861651,8.83536070353656
3567,Ship,Dry Storage,Regional,3.488667696694431, Millet,Silt loam,95.19658034896673,2.6433887457568614
3568,Truck,Cold Storage,Local,3.340881317563821,Maize,Clay loam,87.50889903205947,7.177711093670486
3569,Ship,Dry Storage,Regional,2.123533092270399,Rice,Sandy clay loam,74.67929335941012,4.1730592801823665
3570,Ship,Cold Storage,Global,4.640886805641248, Millet,Clayey,39.57483407443635,9.824744514675634
3571,Ship,Cold Storage,Global,2.2164400293713475,Wheat,Loam,40.14361882843211,3.6902724335566917
3572,Rail,Dry Storage,Local,2.7989016423684245,Beans,Clay loam,37.225371401904525,1.0647366040707396
3573,Ship,Cold Storage,Local,3.1750498236746227,Rice,Silty clay,73.14076668249203,5.640759766178607
3574,Truck,Dry Storage,Global,1.4009275127051444,Beans,Silty clay,38.089395753133516,2.3565797584834396
3575,Rail,Cold Storage,Local,4.72864687685453,Rice,Sandy clay,88.98390392038431,1.400449841365592
3576,Truck,Cold Storage,Global,2.4981446098041644, Millet,Silty clay,99.50755012735254,7.284423087529377
3577,Ship,Dry Storage,Global,1.3231168554973745, Millet,Loamy sand,55.64437292960657,7.590333542576109
3578,Rail,Dry Storage,Regional,2.54916469470132,Maize,Sandy clay loam,61.75688928769682,5.146291118048523
3579,Truck,Dry Storage,Local,3.400810188370323,Rice,Silt loam,79.81670238899751,7.091969650809196
3580,Ship,Cold Storage,Global,3.0546106872853183,Wheat,Silty clay,95.6007104428036,5.844155034224205
3581,Truck,Dry Storage,Local,3.778167896149096, Millet,Silt,92.58656414894696,6.668209969497385
3582,Truck,Cold Storage,Regional,1.2219357682716425,Maize,Sandy loam,34.0314280124894,6.370335758691651
3583,Truck,Dry Storage,Regional,2.1381624410882245, Millet,Silty clay,41.83502617897355,6.9924048765003315
3584,Ship,Dry Storage,Local,4.276922307360409,Beans,Sandy clay,82.82180389904546,2.7966758380585413
3585,Ship,Dry Storage,Local,1.3195747511654434, Millet,Sandy clay loam,78.22251756227132,3.4183595803303017
3586,Truck,Dry Storage,Global,4.421943818783831,Rice,Sandy clay loam,39.32530158280863,4.959668345569228
3587,Rail,Dry Storage,Regional,1.367584368308425,Maize,Loamy sand,65.14452074010974,5.015152084772677
3588,Rail,Dry Storage,Regional,4.337816859566785,Rice,Sand,84.65702417597069,7.969705404282138
3589,Ship,Cold Storage,Regional,2.4431536043149067,Wheat,Sandy clay,45.31464775838856,4.3065429330657885
3590,Ship,Dry Storage,Local,3.448836253028863,Wheat,Loamy sand,90.99013450142664,2.4625464045326413
3591,Ship,Cold Storage,Global,1.6115484625919927, Millet,Clayey,33.70802423742576,3.263193734419683
3592,Ship,Dry Storage,Local,1.2646748869007234,Maize,Clay loam,84.75365595476518,2.9326015214580554
3593,Ship,Dry Storage,Local,1.8637528160805403,Maize,Silty clay,73.10732298529092,7.584940173304198
3594,Rail,Dry Storage,Local,1.5114152716347822,Maize,Sandy clay,52.06395426580444,5.233056531633839
3595,Ship,Cold Storage,Global,2.249623590718527,Maize,Sandy loam,80.46527838393379,7.377676281738851
3596,Truck,Cold Storage,Local,3.0575329860440807, Millet,Silty clay,84.76560566058117,4.745977126818643
3597,Truck,Dry Storage,Regional,3.355037854260038,Rice,Loam,95.37292799127785,9.007620422535146
3598,Rail,Cold Storage,Regional,4.159472429518972, Millet,Clay loam,55.74422705079846,9.851682769504611
3599,Truck,Dry Storage,Regional,3.6249595729934345,Rice,Sandy loam,78.02117151859684,7.028582578323505
3600,Rail,Dry Storage,Global,3.435033300518212,Beans,Silt,72.18313938542836,8.77431301512597
3601,Rail,Cold Storage,Local,2.6471281099430986,Beans,Loamy sand,66.76442486199619,5.571399404548564
3602,Truck,Cold Storage,Global,2.8952337398405548,Rice,Sandy loam,92.32915319085265,9.41158756318517
3603,Ship,Cold Storage,Local,2.6580833175607244, Millet,Sand,30.22171198968802,8.484278371055453
3604,Truck,Cold Storage,Regional,4.3686641202455325,Wheat,Silty clay loam,49.74781242725183,9.926007145894353
3605,Truck,Dry Storage,Local,1.9200018101935994, Millet,Loam,67.67940676813811,6.607843617950025
3606,Rail,Cold Storage,Local,1.0228837261678585,Wheat,Silt,42.48052831455867,8.012860662414056
3607,Truck,Cold Storage,Local,3.605279588904957, Millet,Sandy clay loam,93.55065736129308,5.885813259803921
3608,Rail,Dry Storage,Global,1.8098487345553256,Maize,Loamy sand,75.33165823291108,3.3320809384428056
3609,Ship,Cold Storage,Local,4.560460545239238,Maize,Clay loam,63.451809624239296,4.192796540167819
3610,Ship,Cold Storage,Local,4.436185318826624,Beans,Clayey,87.02912313466581,9.046048732581845
3611,Ship,Cold Storage,Local,1.3069094877128236,Beans,Silty clay loam,61.56203340255726,1.5035315193875851
3612,Truck,Cold Storage,Global,1.4255536216563094,Rice,Sandy clay,69.10571083510067,6.323318974669673
3613,Rail,Dry Storage,Global,2.980686368986665,Wheat,Silty clay,30.19256968877447,4.352356292536978
3614,Ship,Dry Storage,Global,3.4368906510774186,Maize,Loamy sand,55.59903711365514,4.480232842050001
3615,Rail,Cold Storage,Local,2.099633349928963, Millet,Silt loam,39.715333064567886,8.961140857723905
3616,Rail,Cold Storage,Regional,3.8671908667974826,Rice,Loamy sand,78.27820764636037,8.684401370916039
3617,Ship,Dry Storage,Regional,3.379664083675486, Millet,Silty clay,63.53188712830136,6.389581380152218
3618,Ship,Cold Storage,Regional,2.2992964389942188,Maize,Silt loam,51.12302900751615,3.4562696266390054
3619,Rail,Cold Storage,Local,1.1014859521692624,Maize,Sandy clay loam,62.74826375602197,5.279107115458216
3620,Ship,Cold Storage,Regional,4.000601125194071,Maize,Silt,44.674092156594234,4.674640544102944
3621,Rail,Cold Storage,Regional,1.8590146633003308,Maize,Loam,94.75606427402984,4.182562262822458
3622,Rail,Cold Storage,Regional,4.3378949738505135, Millet,Loamy sand,33.77808427856391,1.9250702070156678
3623,Ship,Cold Storage,Local,2.6811610402170207,Rice,Sandy clay loam,90.57919247072843,5.8880249804378835
3624,Truck,Cold Storage,Regional,3.3083097705270617,Maize,Clayey,65.79511521133458,3.7164816808703525
3625,Ship,Cold Storage,Regional,4.491794921636007,Beans,Sandy clay,73.3262547297172,6.947271486347756
3626,Truck,Cold Storage,Local,4.454492003679814,Rice,Silty clay loam,51.182393463609266,3.8728354224297767
3627,Rail,Dry Storage,Global,2.486078300974293,Beans,Sand,97.66883317560249,4.880471438213215
3628,Rail,Dry Storage,Regional,1.8355555708593725, Millet,Sandy loam,49.72956709636429,1.471243367749668
3629,Truck,Dry Storage,Global,4.100584310914378,Maize,Sandy clay loam,71.2214597998213,9.932842629149299
3630,Rail,Cold Storage,Regional,2.7323208144085247,Rice,Silty clay loam,99.53916935749902,5.568493449476582
3631,Truck,Cold Storage,Local,1.7681679742360163,Maize,Silt loam,91.6766077468412,1.2181383474775553
3632,Truck,Dry Storage,Global,4.617701369268601,Maize,Sandy clay loam,67.54308777002743,5.8710759288502965
3633,Rail,Cold Storage,Global,1.7924167769643495,Rice,Sandy clay,99.32621660770485,8.833185993750847
3634,Truck,Dry Storage,Global,1.1032286727649243,Maize,Sandy clay loam,79.09589032128302,7.952969208395824
3635,Ship,Cold Storage,Global,1.0811198950696799,Maize,Loam,44.609029129926654,7.308160157165087
3636,Ship,Dry Storage,Regional,3.489261425817057,Wheat,Silt loam,58.39173473050645,2.255181891391314
3637,Rail,Dry Storage,Regional,3.6467002428701214,Wheat,Loamy sand,53.41453338080857,6.919633710887251
3638,Rail,Dry Storage,Global,2.2441668202279357,Rice,Clay loam,54.08095957898324,7.896685402110343
3639,Truck,Cold Storage,Regional,2.2800439569882536,Rice,Clayey,83.23195075519064,6.1517715756894695
3640,Truck,Dry Storage,Global,2.357975660239771,Maize,Sand,70.89840490909555,9.034741040683164
3641,Truck,Cold Storage,Global,3.7206341870355146,Beans,Loamy sand,32.666489811267,3.4929080360639686
3642,Truck,Cold Storage,Local,1.2325351641073143,Rice,Clayey,91.42139385556833,3.1793022976532552
3643,Ship,Cold Storage,Global,4.716465410765302,Maize,Sandy loam,50.77572983361152,8.826127704483815
