,Climate_Adaptation_Measures,Disaster_Risk_Reduction_Practices,Climate-Resilient_Crop_Varieties,Crop_Type,Soil_Type,Soil_Health_Index,Farm_Resilience_Index
4137,Cover Cropping,Emergency Preparedness,Yes,Wheat,Sandy,1.6189354177403303,9.751063389361146
4138,Water Conservation,Early Warning Systems,No,Wheat,Clayey,8.128952014734622,6.4754465783481585
4139,Cover Cropping,Early Warning Systems,Yes,Maize,Loamy,7.63542714813134,5.699555240359042
4140,Drought-Resistant Crops,Early Warning Systems,Yes,Rice,Loamy,9.117892848638405,5.670764703499488
4141,Water Conservation,Early Warning Systems,No,Wheat,Sandy,3.1276356305780313,4.4780353700891045
4142,Drought-Resistant Crops,Early Warning Systems,Yes,Wheat,Loamy,5.10666294815019,5.218210605062269
4143,Water Conservation,Emergency Preparedness,No,Maize,Sandy,2.6603908944795798,6.718713248218153
4144,Drought-Resistant Crops,Emergency Preparedness,Yes,Wheat,Clayey,4.341114410267076,9.396528468006494
4145,Water Conservation,Early Warning Systems,Yes,Wheat,Loamy,5.700189264101956,6.362959044304279
4146,Water Conservation,Early Warning Systems,Yes,Maize,Clayey,1.4799771085473008,8.714043480856304
4147,Water Conservation,Early Warning Systems,Yes,Wheat,Clayey,7.433833696096467,8.765019201722506
4148,Water Conservation,Emergency Preparedness,Yes,Wheat,Loamy,5.889640243339677,5.6694940826343325
4149,Water Conservation,Early Warning Systems,Yes,Maize,Clayey,8.46063115489606,4.127226773478594
4150,Water Conservation,Emergency Preparedness,Yes,Rice,Sandy,3.446024510720775,6.756164859988729
4151,Water Conservation,Emergency Preparedness,No,Wheat,Sandy,9.12988994742329,5.012896077233584
4152,Water Conservation,Emergency Preparedness,Yes,Wheat,Sandy,9.988248277273991,1.732967805897396
4153,Water Conservation,Emergency Preparedness,Yes,Rice,Loamy,9.27368594539907,4.400281903891903
4154,Drought-Resistant Crops,Early Warning Systems,Yes,Maize,Clayey,8.001032282498386,9.946649242443925
4155,Cover Cropping,Emergency Preparedness,No,Rice,Clayey,8.311319225864027,1.4366068302365849
4156,Water Conservation,Emergency Preparedness,No,Wheat,Clayey,6.163698182901278,7.27000220710834
4157,Cover Cropping,Early Warning Systems,Yes,Rice,Clayey,2.7113847662134942,8.570698345641224
4158,Water Conservation,Emergency Preparedness,Yes,Maize,Sandy,7.093366166329456,6.838533131278409
4159,Water Conservation,Emergency Preparedness,Yes,Wheat,Loamy,7.414777018539384,6.12773408046961
4160,Drought-Resistant Crops,Emergency Preparedness,No,Maize,Sandy,9.86846626241115,7.367989752808818
4161,Drought-Resistant Crops,Early Warning Systems,Yes,Maize,Sandy,5.871711846306896,4.864084635696901
4162,Cover Cropping,Emergency Preparedness,No,Rice,Loamy,3.4423211352255074,1.8222556357798907
4163,Drought-Resistant Crops,Emergency Preparedness,Yes,Rice,Loamy,7.1530526956555605,9.661345788730436
4164,Drought-Resistant Crops,Early Warning Systems,No,Maize,Sandy,9.814382376998092,4.890706929857765
4165,Cover Cropping,Early Warning Systems,No,Maize,Clayey,2.594925174421846,6.988503134512158
4166,Drought-Resistant Crops,Emergency Preparedness,Yes,Wheat,Loamy,3.933981266820424,5.781793932003657
4167,Water Conservation,Emergency Preparedness,Yes,Maize,Loamy,5.87692858395413,1.492057647797991
4168,Cover Cropping,Early Warning Systems,Yes,Maize,Sandy,2.5319317139380435,9.574719408932847
4169,Cover Cropping,Emergency Preparedness,Yes,Rice,Clayey,1.199985755679445,8.13283503502891
4170,Water Conservation,Early Warning Systems,Yes,Maize,Loamy,4.032848101971256,2.341881050224554
4171,Drought-Resistant Crops,Emergency Preparedness,Yes,Maize,Sandy,8.788337213509521,9.834839886594402
4172,Cover Cropping,Early Warning Systems,Yes,Rice,Loamy,1.3912155939134334,7.6321123495453715
4173,Cover Cropping,Emergency Preparedness,No,Wheat,Clayey,4.860361531152257,5.2508948538547795
4174,Water Conservation,Early Warning Systems,Yes,Rice,Sandy,7.859806956334742,6.502330509036159
4175,Water Conservation,Early Warning Systems,Yes,Rice,Sandy,9.578643372197968,1.9606301381313775
4176,Drought-Resistant Crops,Early Warning Systems,No,Maize,Clayey,9.86927859103989,6.043703590140499
4177,Cover Cropping,Early Warning Systems,Yes,Maize,Sandy,4.797724425478675,1.6629496481535346
4178,Drought-Resistant Crops,Early Warning Systems,Yes,Wheat,Clayey,9.553458649412057,5.9036973140737175
4179,Drought-Resistant Crops,Emergency Preparedness,Yes,Maize,Sandy,1.3187707595277738,5.974261198865069
4180,Water Conservation,Emergency Preparedness,Yes,Wheat,Clayey,7.713252441987007,8.869949066446695
4181,Cover Cropping,Early Warning Systems,No,Wheat,Loamy,6.784714311702516,7.525517502450646
4182,Cover Cropping,Emergency Preparedness,No,Wheat,Loamy,3.245696718275371,3.2459715299360803
4183,Cover Cropping,Emergency Preparedness,Yes,Wheat,Loamy,5.56586650611684,8.995835279690713
4184,Water Conservation,Emergency Preparedness,Yes,Maize,Sandy,2.1659836398444607,6.159183983632052
4185,Water Conservation,Emergency Preparedness,No,Rice,Clayey,8.84437435856405,6.457415307166304
4186,Water Conservation,Emergency Preparedness,Yes,Rice,Clayey,4.221082769910831,2.520832322999605
4187,Water Conservation,Emergency Preparedness,No,Maize,Loamy,6.634400234191449,8.719962363722026
4188,Water Conservation,Early Warning Systems,No,Maize,Loamy,2.4289865765853604,9.378686035148895
4189,Cover Cropping,Emergency Preparedness,No,Wheat,Loamy,2.855483601680864,7.9749158454541735
4190,Drought-Resistant Crops,Emergency Preparedness,Yes,Maize,Clayey,9.927607337228368,9.466772073805055
4191,Cover Cropping,Emergency Preparedness,Yes,Rice,Loamy,7.7777775499719635,3.720699137101113
4192,Drought-Resistant Crops,Early Warning Systems,Yes,Maize,Sandy,9.657746827966637,8.75007251526494
4193,Water Conservation,Emergency Preparedness,No,Maize,Loamy,3.662660486908397,5.400038285773682
4194,Drought-Resistant Crops,Emergency Preparedness,Yes,Wheat,Loamy,2.4810658895783835,2.4752548264922645
4195,Cover Cropping,Emergency Preparedness,Yes,Wheat,Clayey,5.527616171309479,7.019205391300611
4196,Cover Cropping,Early Warning Systems,No,Wheat,Sandy,5.452014540046091,7.15708243635291
4197,Drought-Resistant Crops,Emergency Preparedness,Yes,Wheat,Clayey,2.574518623821891,3.582320623810211
4198,Water Conservation,Early Warning Systems,Yes,Rice,Sandy,7.598976126232692,1.2474399846481306
4199,Water Conservation,Emergency Preparedness,Yes,Maize,Sandy,4.255997809948607,2.79862533177007
4200,Cover Cropping,Early Warning Systems,No,Maize,Loamy,2.6772870783746554,4.597997929064981
4201,Drought-Resistant Crops,Early Warning Systems,Yes,Wheat,Loamy,3.9878505508895956,2.508066199538817
4202,Water Conservation,Early Warning Systems,No,Rice,Clayey,6.072928296715136,2.7462695341564376
4203,Water Conservation,Emergency Preparedness,No,Rice,Clayey,7.538238389623989,4.522515979440426
4204,Cover Cropping,Early Warning Systems,No,Maize,Clayey,5.3370179745173605,9.656079528777044
4205,Water Conservation,Early Warning Systems,Yes,Wheat,Sandy,5.730354908455362,7.878191638668835
4206,Drought-Resistant Crops,Early Warning Systems,Yes,Maize,Clayey,2.2505134234847355,3.877735611039077
4207,Cover Cropping,Early Warning Systems,Yes,Maize,Sandy,9.23221832237409,9.564436620266934
4208,Cover Cropping,Emergency Preparedness,No,Rice,Sandy,9.3585177819284,6.810821130328594
4209,Drought-Resistant Crops,Emergency Preparedness,No,Rice,Sandy,7.150839313762033,5.099046801761261
4210,Cover Cropping,Emergency Preparedness,Yes,Maize,Sandy,1.1586826804062222,5.214701790596323
4211,Water Conservation,Emergency Preparedness,No,Wheat,Sandy,5.833667943129934,4.696700210518527
4212,Water Conservation,Early Warning Systems,Yes,Wheat,Loamy,6.662970748797522,3.096928472913457
4213,Drought-Resistant Crops,Emergency Preparedness,Yes,Maize,Sandy,9.95188800662299,4.479689729923352
4214,Water Conservation,Early Warning Systems,Yes,Maize,Sandy,9.96460259675317,5.751067456390533
4215,Drought-Resistant Crops,Emergency Preparedness,Yes,Wheat,Loamy,8.718501117930018,5.752246156571989
4216,Drought-Resistant Crops,Emergency Preparedness,Yes,Wheat,Loamy,1.5744789282350218,7.855632119912662
4217,Water Conservation,Emergency Preparedness,Yes,Wheat,Loamy,9.57948751700857,4.229180714416174
4218,Drought-Resistant Crops,Early Warning Systems,Yes,Maize,Clayey,6.513951224367992,7.451182263735571
4219,Water Conservation,Emergency Preparedness,No,Rice,Clayey,8.207980934312616,6.2028265489181615
4220,Cover Cropping,Emergency Preparedness,Yes,Wheat,Sandy,4.664735647172682,9.65660864074151
4221,Cover Cropping,Emergency Preparedness,No,Wheat,Sandy,3.877025241111308,4.467564334305845
4222,Drought-Resistant Crops,Early Warning Systems,No,Wheat,Sandy,5.169197309354272,9.110948178347112
4223,Water Conservation,Emergency Preparedness,Yes,Maize,Sandy,2.3218706167194423,8.385782925684605
4224,Water Conservation,Emergency Preparedness,No,Rice,Loamy,4.213595248779755,6.738978561305112
4225,Cover Cropping,Early Warning Systems,No,Rice,Clayey,8.718557497914507,6.890630200679055
4226,Cover Cropping,Early Warning Systems,No,Wheat,Loamy,1.3415543763479334,1.7618494114576961
4227,Water Conservation,Emergency Preparedness,Yes,Maize,Clayey,2.35790242142144,9.552021450340892
4228,Drought-Resistant Crops,Emergency Preparedness,Yes,Rice,Loamy,2.1260454368453696,1.9624245714616952
4229,Cover Cropping,Emergency Preparedness,Yes,Maize,Sandy,4.627679884302053,6.069099778691564
4230,Drought-Resistant Crops,Early Warning Systems,Yes,Rice,Clayey,9.972882108017755,3.9706372040423905
4231,Drought-Resistant Crops,Early Warning Systems,Yes,Wheat,Sandy,2.5602213719024443,4.868667804608666
4232,Cover Cropping,Early Warning Systems,No,Maize,Clayey,2.3093438463933413,6.491647097531353
4233,Drought-Resistant Crops,Emergency Preparedness,No,Wheat,Clayey,9.23550156798539,9.179662400940895
4234,Drought-Resistant Crops,Early Warning Systems,Yes,Rice,Sandy,8.938454652693691,5.118104112150713
4235,Water Conservation,Emergency Preparedness,No,Rice,Sandy,1.29016332996899,9.88956599775797
4236,Drought-Resistant Crops,Early Warning Systems,No,Wheat,Sandy,7.765353641613835,6.335308588163498
4237,Water Conservation,Early Warning Systems,No,Rice,Loamy,6.899191313287866,2.44498548377957
4238,Cover Cropping,Early Warning Systems,No,Wheat,Clayey,7.909667288674381,2.7100836534812704
4239,Cover Cropping,Emergency Preparedness,Yes,Wheat,Clayey,5.4505220931633,7.44499932030326
4240,Water Conservation,Emergency Preparedness,Yes,Wheat,Clayey,9.92241296603466,1.4535801481904358
4241,Cover Cropping,Emergency Preparedness,Yes,Rice,Sandy,1.3946231683986687,5.323074186000041
4242,Drought-Resistant Crops,Emergency Preparedness,No,Maize,Clayey,3.1093442776342517,2.3339719882316494
4243,Drought-Resistant Crops,Early Warning Systems,No,Wheat,Clayey,4.568913882762535,4.898967716600605
4244,Drought-Resistant Crops,Emergency Preparedness,Yes,Maize,Sandy,5.048001474091328,7.749256798645476
4245,Cover Cropping,Early Warning Systems,Yes,Rice,Sandy,9.292306624295668,5.129316354172907
4246,Drought-Resistant Crops,Emergency Preparedness,No,Rice,Clayey,6.04003927669533,2.4710599808283424
4247,Cover Cropping,Emergency Preparedness,Yes,Maize,Loamy,1.405998959683545,3.2673283332097816
4248,Drought-Resistant Crops,Early Warning Systems,Yes,Wheat,Sandy,4.6707666708309565,4.307856297869641
4249,Water Conservation,Early Warning Systems,No,Rice,Loamy,4.748413711321629,1.6260506513777324
4250,Cover Cropping,Emergency Preparedness,No,Wheat,Loamy,9.689418445940063,6.259038724730097
4251,Cover Cropping,Emergency Preparedness,Yes,Wheat,Loamy,6.392773819189974,6.467804121502452
4252,Drought-Resistant Crops,Early Warning Systems,No,Maize,Loamy,6.720859640430449,1.559367344193107
4253,Cover Cropping,Early Warning Systems,Yes,Rice,Sandy,7.419277281261437,4.620801890567458
4254,Cover Cropping,Early Warning Systems,No,Maize,Clayey,7.930353841139109,4.726006145962524
4255,Water Conservation,Early Warning Systems,No,Rice,Clayey,6.7154596318224025,4.004376116973411
4256,Water Conservation,Early Warning Systems,Yes,Maize,Sandy,3.1347491602054194,6.0196576629800065
4257,Drought-Resistant Crops,Emergency Preparedness,No,Rice,Sandy,8.866413229070478,4.113617410541006
4258,Water Conservation,Emergency Preparedness,Yes,Rice,Loamy,7.589078203695672,4.747683515300254
4259,Drought-Resistant Crops,Emergency Preparedness,No,Rice,Loamy,7.676834365872603,8.17771192697445
4260,Drought-Resistant Crops,Emergency Preparedness,Yes,Wheat,Sandy,9.969010653112743,2.458984198871813
4261,Drought-Resistant Crops,Early Warning Systems,No,Wheat,Clayey,8.222738813769844,6.572032257730788
4262,Cover Cropping,Early Warning Systems,No,Maize,Loamy,8.462362628396379,5.55034961521761
4263,Water Conservation,Early Warning Systems,Yes,Maize,Sandy,9.562649641391426,3.7456447373141417
4264,Drought-Resistant Crops,Emergency Preparedness,No,Rice,Sandy,2.360205998640045,7.5478119084136965
4265,Water Conservation,Early Warning Systems,Yes,Rice,Sandy,5.4795463883026105,5.960695235870332
4266,Drought-Resistant Crops,Early Warning Systems,No,Wheat,Loamy,6.225103212317088,5.296253742646258
4267,Water Conservation,Emergency Preparedness,No,Wheat,Sandy,3.9634815630021185,7.009023832940801
4268,Water Conservation,Emergency Preparedness,Yes,Wheat,Clayey,8.55463009505055,8.220612771832247
4269,Drought-Resistant Crops,Emergency Preparedness,No,Maize,Sandy,7.861776594811511,9.754019110302186
4270,Cover Cropping,Early Warning Systems,No,Wheat,Loamy,7.487947670573116,6.664153315387361
4271,Water Conservation,Early Warning Systems,Yes,Maize,Clayey,9.9743449578235,8.869959868603447
4272,Cover Cropping,Emergency Preparedness,No,Wheat,Clayey,3.334432360675515,1.0098238692066124
4273,Cover Cropping,Emergency Preparedness,Yes,Wheat,Sandy,7.619115265078792,5.772121234533021
4274,Drought-Resistant Crops,Early Warning Systems,Yes,Rice,Sandy,5.962640274153106,2.9318279389317827
4275,Drought-Resistant Crops,Emergency Preparedness,Yes,Maize,Clayey,3.8169026424448846,1.8477321137482345
4276,Drought-Resistant Crops,Early Warning Systems,No,Wheat,Sandy,2.4452818365081326,5.787739153579529
4277,Water Conservation,Emergency Preparedness,No,Rice,Loamy,9.062954533607924,7.721438555341846
4278,Drought-Resistant Crops,Emergency Preparedness,Yes,Maize,Clayey,6.359099344370608,4.710452702269418
4279,Drought-Resistant Crops,Emergency Preparedness,No,Maize,Sandy,8.424404538767153,7.030967044099914
4280,Water Conservation,Early Warning Systems,Yes,Wheat,Clayey,5.908104856013904,5.40747328456855
4281,Water Conservation,Early Warning Systems,No,Maize,Sandy,2.979793725886176,4.933772793634834
4282,Drought-Resistant Crops,Emergency Preparedness,Yes,Rice,Sandy,4.037939317902927,3.6123097639227457
4283,Drought-Resistant Crops,Early Warning Systems,Yes,Rice,Loamy,4.433849582261919,4.443341630509041
4284,Drought-Resistant Crops,Emergency Preparedness,No,Maize,Sandy,9.75641331253332,4.148160677149851
4285,Drought-Resistant Crops,Emergency Preparedness,Yes,Rice,Sandy,1.0506995054324424,6.815684656133934
4286,Cover Cropping,Early Warning Systems,Yes,Maize,Sandy,9.870994207220564,2.0441666015122557
4287,Cover Cropping,Early Warning Systems,No,Rice,Loamy,9.824154715988476,1.833727318190254
4288,Drought-Resistant Crops,Early Warning Systems,Yes,Maize,Sandy,9.96535711477123,6.9401169478761435
4289,Cover Cropping,Early Warning Systems,Yes,Maize,Sandy,5.289293610276712,5.916682628909927
4290,Water Conservation,Emergency Preparedness,No,Maize,Sandy,9.674280726588997,4.871800870683918
4291,Cover Cropping,Early Warning Systems,Yes,Rice,Clayey,4.560392636648446,2.371985959671132
4292,Cover Cropping,Early Warning Systems,Yes,Maize,Loamy,1.2366499660154804,4.699244006823804
4293,Drought-Resistant Crops,Emergency Preparedness,Yes,Maize,Clayey,3.019124677345881,8.107585869880104
4294,Cover Cropping,Emergency Preparedness,Yes,Wheat,Loamy,9.507666204436461,9.006591122103313
4295,Cover Cropping,Emergency Preparedness,Yes,Wheat,Loamy,1.1238822400185997,7.323189129677981
4296,Cover Cropping,Emergency Preparedness,Yes,Maize,Clayey,5.913947218806776,1.5392095829279273
4297,Cover Cropping,Early Warning Systems,Yes,Wheat,Loamy,1.6804143000521115,7.033687989410067
4298,Water Conservation,Early Warning Systems,Yes,Maize,Loamy,3.5775692058482065,3.168870305916651
4299,Drought-Resistant Crops,Emergency Preparedness,No,Wheat,Clayey,1.79283565640698,3.8372611872376456
4300,Drought-Resistant Crops,Emergency Preparedness,Yes,Rice,Sandy,8.735757590017506,2.7628588716398608
4301,Water Conservation,Early Warning Systems,Yes,Rice,Loamy,6.319636386829353,7.981802115581841
4302,Cover Cropping,Early Warning Systems,No,Maize,Clayey,9.118958191464817,6.837419103735511
4303,Water Conservation,Early Warning Systems,Yes,Maize,Loamy,7.195178795862055,6.506515491392628
4304,Cover Cropping,Early Warning Systems,Yes,Rice,Clayey,9.739262181205897,7.011753487023484
4305,Water Conservation,Early Warning Systems,Yes,Rice,Sandy,5.588898892843659,3.1309503526351303
4306,Drought-Resistant Crops,Emergency Preparedness,Yes,Wheat,Loamy,6.748395235865871,5.001799728928255
4307,Drought-Resistant Crops,Emergency Preparedness,Yes,Maize,Sandy,6.186779379001509,6.699283493940903
4308,Drought-Resistant Crops,Emergency Preparedness,Yes,Rice,Sandy,5.358343865019514,6.7293462485647035
4309,Cover Cropping,Emergency Preparedness,No,Rice,Clayey,8.613634288807113,8.126666764796175
4310,Cover Cropping,Early Warning Systems,No,Maize,Loamy,6.8007262210332415,3.583935700192995
4311,Water Conservation,Emergency Preparedness,No,Wheat,Loamy,8.211810383699255,7.933025095271402
4312,Water Conservation,Early Warning Systems,No,Wheat,Loamy,8.077275429421718,4.961660325552422
4313,Drought-Resistant Crops,Early Warning Systems,No,Wheat,Loamy,2.7194064458976577,7.031554228530413
4314,Cover Cropping,Early Warning Systems,Yes,Wheat,Loamy,6.851471792658793,5.101474420587581
4315,Water Conservation,Early Warning Systems,Yes,Rice,Clayey,2.796832172632007,9.537491528118489
4316,Cover Cropping,Early Warning Systems,Yes,Maize,Loamy,6.249884304193937,2.6137203826748
